sofifa_id,short_name,long_name,age,overall,potential,value_eur,wage_eur,club_name,league_name,nationality_name,primary_position
198176,S. de Vrij,Stefan de Vrij,29,85,85,45000000.0,145000.0,Inter,Italian Serie A,Netherlands,CB
188567,P. Aubameyang,Pierre-Emerick Emiliano François Aubameyang,32,85,85,43500000.0,145000.0,Arsenal,English Premier League,Gabon,ST
220440,C. Lenglet,Clément Nicolas Laurent Lenglet,26,82,86,37500000.0,145000.0,FC Barcelona,Spain Primera Division,France,CB
209658,L. Goretzka,Leon Christoph Goretzka,26,87,88,93000000.0,140000.0,FC Bayern München,German 1. Bundesliga,Germany,CM
189596,T. Müller,Thomas Müller,31,87,87,66000000.0,140000.0,FC Bayern München,German 1. Bundesliga,Germany,CAM
205988,L. Shaw,Luke Shaw,25,84,86,48500000.0,140000.0,Manchester United,English Premier League,England,LB
183711,J. Henderson,Jordan Henderson,31,84,84,29500000.0,140000.0,Liverpool,English Premier League,England,CDM
203574,J. Stones,John Stones,27,83,86,41000000.0,140000.0,Manchester City,English Premier League,England,CB
199564,Sergi Roberto,Sergio Roberto Carnicer,29,81,81,22500000.0,140000.0,FC Barcelona,Spain Primera Division,Spain,RB
200724,Nacho Fernández,José Ignacio Fernández Iglesias,31,81,81,17500000.0,140000.0,Real Madrid CF,Spain Primera Division,Spain,CB
176580,L. Suárez,Luis Alberto Suárez Díaz,34,88,88,44500000.0,135000.0,Atlético de Madrid,Spain Primera Division,Uruguay,ST
207865,Marquinhos,Marcos Aoás Corrêa,27,87,90,90500000.0,135000.0,Paris Saint-Germain,French Ligue 1,Brazil,CB
207410,M. Kovačić,Mateo Kovačić,27,83,84,41500000.0,135000.0,Chelsea,English Premier League,Croatia,CM
176676,Marcelo,Marcelo Vieira da Silva Júnior,33,80,80,11000000.0,135000.0,Real Madrid CF,Spain Primera Division,Brazil,LB
200389,J. Oblak,Jan Oblak,28,91,93,112000000.0,130000.0,Atlético de Madrid,Spain Primera Division,Slovenia,GK
193041,K. Navas,Keylor Navas Gamboa,34,88,88,15500000.0,130000.0,Paris Saint-Germain,French Ligue 1,Costa Rica,GK
235790,K. Havertz,Kai Lukas Havertz,22,84,92,94500000.0,130000.0,Chelsea,English Premier League,Germany,CAM
210243,Ricardo Pereira,Ricardo Domingos Barbosa Pereira,27,84,84,40500000.0,130000.0,Leicester City,English Premier League,Portugal,RB
216352,M. Brozović,Marcelo Brozović,28,84,84,37000000.0,130000.0,Inter,Italian Serie A,Croatia,CDM
205452,A. Rüdiger,Antonio Rüdiger,28,83,84,34500000.0,130000.0,Chelsea,English Premier League,Germany,CB
197061,J. Matip,Joël Andre Job Matip,29,83,83,30500000.0,130000.0,Liverpool,English Premier League,Cameroon,CB
240130,Éder Militão,Éder Gabriel Militão,23,82,89,56500000.0,130000.0,Real Madrid CF,Spain Primera Division,Brazil,CB
212462,Alex Telles,Alex Nicolao Telles,28,82,82,27500000.0,130000.0,Manchester United,English Premier League,Brazil,LB
211300,A. Martial,Anthony Martial,25,81,84,34500000.0,130000.0,Manchester United,English Premier League,France,ST
232432,L. Jović,Luka Jović,23,79,84,27000000.0,130000.0,Real Madrid CF,Spain Primera Division,Serbia,ST
192387,C. Immobile,Ciro Immobile,31,87,87,67500000.0,125000.0,Lazio,Italian Serie A,Italy,ST
167948,H. Lloris,Hugo Lloris,34,87,87,13500000.0,125000.0,Tottenham Hotspur,English Premier League,France,GK
