sofifa_id,short_name,long_name,age,overall,potential,value_eur,wage_eur,club_name,league_name,nationality_name,primary_position
192505,R. Lukaku,Romelu Lukaku Menama,28,88,88,93500000.0,260000.0,Chelsea,English Premier League,Belgium,ST
176580,L. Suárez,Luis Alberto Suárez Díaz,34,88,88,44500000.0,135000.0,Atlético de Madrid,Spain Primera Division,Uruguay,ST
193041,K. Navas,Keylor Navas Gamboa,34,88,88,15500000.0,130000.0,Paris Saint-Germain,French Ligue 1,Costa Rica,GK
155862,Sergio Ramos,Sergio Ramos García,35,88,88,24000000.0,115000.0,Paris Saint-Germain,French Ligue 1,Spain,CB
228702,F. de Jong,Frenkie de Jong,24,87,92,119500000.0,210000.0,FC Barcelona,Spain Primera Division,Netherlands,CM
231281,T. Alexander-Arnold,Trent Alexander-Arnold,22,87,92,114000000.0,150000.0,Liverpool,English Premier League,England,RB
239818,Rúben Dias,Rúben dos Santos Gato Alves Dias,24,87,91,102500000.0,170000.0,Manchester City,English Premier League,Portugal,CB
233049,J. Sancho,Jadon Sancho,21,87,91,116500000.0,150000.0,Manchester United,English Premier League,England,RM
207865,Marquinhos,Marcos Aoás Corrêa,27,87,90,90500000.0,135000.0,Paris Saint-Germain,French Ligue 1,Brazil,CB
216267,A. Robertson,Andrew Robertson,27,87,88,83500000.0,175000.0,Liverpool,English Premier League,Scotland,LB
211110,P. Dybala,Paulo Bruno Exequiel Dybala,27,87,88,93000000.0,160000.0,Juventus,Italian Serie A,Argentina,CF
209658,L. Goretzka,Leon Christoph Goretzka,26,87,88,93000000.0,140000.0,FC Bayern München,German 1. Bundesliga,Germany,CM
153079,S. Agüero,Sergio Leonel Agüero del Castillo,33,87,87,51000000.0,260000.0,FC Barcelona,Spain Primera Division,Argentina,ST
195864,P. Pogba,Paul Pogba,28,87,87,79500000.0,220000.0,Manchester United,English Premier League,France,CM
177003,L. Modrić,Luka Modrić,35,87,87,32000000.0,190000.0,Real Madrid CF,Spain Primera Division,Croatia,CM
183898,Á. Di María,Ángel Fabián Di María Hernández,33,87,87,49500000.0,160000.0,Paris Saint-Germain,French Ligue 1,Argentina,RW
199556,M. Verratti,Marco Verratti,28,87,87,79500000.0,155000.0,Paris Saint-Germain,French Ligue 1,Italy,CM
189596,T. Müller,Thomas Müller,31,87,87,66000000.0,140000.0,FC Bayern München,German 1. Bundesliga,Germany,CAM
192387,C. Immobile,Ciro Immobile,31,87,87,67500000.0,125000.0,Lazio,Italian Serie A,Italy,ST
167948,H. Lloris,Hugo Lloris,34,87,87,13500000.0,125000.0,Tottenham Hotspur,English Premier League,France,GK
186153,W. Szczęsny,Wojciech Tomasz Szczęsny,31,87,87,42000000.0,105000.0,Juventus,Italian Serie A,Poland,GK
212218,A. Laporte,Aymeric Laporte,27,86,89,77000000.0,185000.0,Manchester City,English Premier League,Spain,CB
231866,Rodri,Rodrigo Hernández Cascante,25,86,89,81000000.0,175000.0,Manchester City,English Premier League,Spain,CDM
226161,Marcos Llorente,Marcos Llorente Moreno,26,86,89,88000000.0,95000.0,Atlético de Madrid,Spain Primera Division,Spain,CM
201535,R. Varane,Raphaël Varane,28,86,88,68500000.0,180000.0,Manchester United,English Premier League,France,CB
209499,Fabinho,Fábio Henrique Tavares,27,86,88,73500000.0,165000.0,Liverpool,English Premier League,Brazil,CDM
232363,M. Škriniar,Milan Škriniar,26,86,88,74000000.0,150000.0,Inter,Italian Serie A,Slovakia,CB
218667,Bernardo Silva,Bernardo Mota Veiga de Carvalho e Silva,26,86,87,80000000.0,200000.0,Manchester City,English Premier League,Portugal,CAM
210514,João Cancelo,João Pedro Cavaco Cancelo,27,86,87,71500000.0,185000.0,Manchester City,English Premier League,Portugal,RB
213345,K. Coman,Kingsley Junior Coman,25,86,87,81000000.0,120000.0,FC Bayern München,German 1. Bundesliga,France,LM
192984,K. Casteels,Koen Casteels,29,86,87,52000000.0,88000.0,VfL Wolfsburg,German 1. Bundesliga,Belgium,GK
204485,R. Mahrez,Riyad Mahrez,30,86,86,65500000.0,220000.0,Manchester City,English Premier League,Algeria,RW
189332,Jordi Alba,Jordi Alba Ramos,32,86,86,47000000.0,200000.0,FC Barcelona,Spain Primera Division,Spain,LB
189511,Sergio Busquets,Sergio Busquets i Burgos,32,86,86,45000000.0,200000.0,FC Barcelona,Spain Primera Division,Spain,CDM
189509,Thiago,Thiago Alcântara do Nascimento,30,86,86,65000000.0,180000.0,Liverpool,English Premier League,Spain,CM
208830,J. Vardy,Jamie Vardy,34,86,86,33000000.0,180000.0,Leicester City,English Premier League,England,ST
198219,L. Insigne,Lorenzo Insigne,30,86,86,65500000.0,125000.0,Napoli,Italian Serie A,Italy,LW
201024,K. Koulibaly,Kalidou Koulibaly,30,86,86,55500000.0,105000.0,Napoli,Italian Serie A,Senegal,CB
178603,M. Hummels,Mats Hummels,32,86,86,44000000.0,95000.0,Borussia Dortmund,German 1. Bundesliga,Germany,CB
138956,G. Chiellini,Giorgio Chiellini,36,86,86,12000000.0,88000.0,Juventus,Italian Serie A,Italy,CB
162835,S. Handanovič,Samir Handanovič,36,86,86,7500000.0,78000.0,Inter,Italian Serie A,Slovenia,GK
208093,Gerard Moreno,Gerard Moreno Balagueró,29,86,86,68000000.0,73000.0,Villarreal CF,Spain Primera Division,Spain,ST
189513,Parejo,Daniel Parejo Muñoz,32,86,86,53500000.0,64000.0,Villarreal CF,Spain Primera Division,Spain,CM
235243,M. de Ligt,Matthijs de Ligt,21,85,90,75000000.0,81000.0,Juventus,Italian Serie A,Netherlands,CB
231677,M. Rashford,Marcus Rashford,23,85,89,77500000.0,150000.0,Manchester United,English Premier League,England,LM
231478,L. Martínez,Lautaro Javier Martínez,23,85,89,78000000.0,145000.0,Inter,Italian Serie A,Argentina,ST
230142,Oyarzabal,Mikel Oyarzabal Ugarte,24,85,89,77500000.0,57000.0,Real Sociedad,Spain Primera Division,Spain,LW
226790,W. Ndidi,Onyinye Wilfred Ndidi,24,85,88,66500000.0,120000.0,Leicester City,English Premier League,Nigeria,CDM
235212,A. Hakimi,Achraf Hakimi Mouh,22,85,88,69500000.0,100000.0,Paris Saint-Germain,French Ligue 1,Morocco,RB
223848,S. Milinković-Savić,Sergej Milinković-Savić,26,85,87,66000000.0,100000.0,Lazio,Italian Serie A,Serbia,CM
202556,M. Depay,Memphis Depay,27,85,86,63000000.0,220000.0,FC Barcelona,Spain Primera Division,Netherlands,CF
206113,S. Gnabry,Serge David Gnabry,25,85,86,64500000.0,110000.0,FC Bayern München,German 1. Bundesliga,Germany,RM
183277,E. Hazard,Eden Hazard,30,85,85,52000000.0,240000.0,Real Madrid CF,Spain Primera Division,Belgium,LW
194765,A. Griezmann,Antoine Griezmann,30,85,85,53000000.0,220000.0,Atlético de Madrid,Spain Primera Division,France,ST
204963,Carvajal,Daniel Carvajal Ramos,29,85,85,47500000.0,210000.0,Real Madrid CF,Spain Primera Division,Spain,RB
179813,E. Cavani,Edinson Roberto Cavani Gómez,34,85,85,26000000.0,190000.0,Manchester United,English Premier League,Uruguay,ST
201942,Roberto Firmino,Roberto Firmino Barbosa de Oliveira,29,85,85,54000000.0,185000.0,Liverpool,English Premier League,Brazil,CF
186942,İ. Gündoğan,İlkay Gündoğan,30,85,85,51500000.0,185000.0,Manchester City,English Premier League,Germany,CM
205498,Jorginho,Luiz Frello Filho Jorge,29,85,85,52500000.0,170000.0,Chelsea,English Premier League,Italy,CM
188377,K. Walker,Kyle Walker,31,85,85,39000000.0,170000.0,Manchester City,English Premier League,England,RB
198176,S. de Vrij,Stefan de Vrij,29,85,85,45000000.0,145000.0,Inter,Italian Serie A,Netherlands,CB
188567,P. Aubameyang,Pierre-Emerick Emiliano François Aubameyang,32,85,85,43500000.0,145000.0,Arsenal,English Premier League,Gabon,ST
163587,K. Schmeichel,Kasper Peter Schmeichel,34,85,85,9000000.0,115000.0,Leicester City,English Premier League,Denmark,GK
184344,L. Bonucci,Leonardo Bonucci,34,85,85,17500000.0,110000.0,Juventus,Italian Serie A,Italy,CB
164240,Thiago Silva,Thiago Emiliano da Silva,36,85,85,9500000.0,105000.0,Chelsea,English Premier League,Brazil,CB
188350,M. Reus,Marco Reus,32,85,85,43000000.0,95000.0,Borussia Dortmund,German 1. Bundesliga,Germany,CAM
193747,Koke,Jorge Resurrección Merodio,29,85,85,52500000.0,90000.0,Atlético de Madrid,Spain Primera Division,Spain,CM
185122,P. Gulácsi,Péter Gulácsi,31,85,85,28500000.0,87000.0,RB Leipzig,German 1. Bundesliga,Hungary,GK
143076,A. Gómez,Alejandro Darío Gómez,33,85,85,33500000.0,51000.0,Sevilla FC,Spain Primera Division,Argentina,CAM
168542,David Silva,David Josué Jiménez Silva,35,85,85,22000000.0,44000.0,Real Sociedad,Spain Primera Division,Spain,CAM
177683,Y. Sommer,Yann Sommer,32,85,85,26500000.0,40000.0,Borussia Mönchengladbach,German 1. Bundesliga,Switzerland,GK
235790,K. Havertz,Kai Lukas Havertz,22,84,92,94500000.0,130000.0,Chelsea,English Premier League,Germany,CAM
237692,P. Foden,Philip Foden,21,84,92,94500000.0,125000.0,Manchester City,English Premier League,England,CAM
232656,T. Hernández,Theo Bernard François Hernández,23,84,90,62500000.0,51000.0,AC Milan,Italian Serie A,France,LB
