sofifa_id,short_name,long_name,age,overall,potential,value_eur,wage_eur,club_name,league_name,nationality_name,primary_position
153079,S. Agüero,Sergio Leonel Agüero del Castillo,33,87,87,51000000.0,260000.0,FC Barcelona,Spain Primera Division,Argentina,ST
167948,H. Lloris,Hugo Lloris,34,87,87,13500000.0,125000.0,Tottenham Hotspur,English Premier League,France,GK
177003,L. Modrić,Luka Modrić,35,87,87,32000000.0,190000.0,Real Madrid CF,Spain Primera Division,Croatia,CM
183898,Á. Di María,Ángel Fabián Di María Hernández,33,87,87,49500000.0,160000.0,Paris Saint-Germain,French Ligue 1,Argentina,RW
189596,T. Müller,Thomas Müller,31,87,87,66000000.0,140000.0,FC Bayern München,German 1. Bundesliga,Germany,CAM
192387,C. Immobile,Ciro Immobile,31,87,87,67500000.0,125000.0,Lazio,Italian Serie A,Italy,ST
195864,P. Pogba,Paul Pogba,28,87,87,79500000.0,220000.0,Manchester United,English Premier League,France,CM
199556,M. Verratti,Marco Verratti,28,87,87,79500000.0,155000.0,Paris Saint-Germain,French Ligue 1,Italy,CM
207865,Marquinhos,Marcos Aoás Corrêa,27,87,90,90500000.0,135000.0,Paris Saint-Germain,French Ligue 1,Brazil,CB
209658,L. Goretzka,Leon Christoph Goretzka,26,87,88,93000000.0,140000.0,FC Bayern München,German 1. Bundesliga,Germany,CM
211110,P. Dybala,Paulo Bruno Exequiel Dybala,27,87,88,93000000.0,160000.0,Juventus,Italian Serie A,Argentina,CF
216267,A. Robertson,Andrew Robertson,27,87,88,83500000.0,175000.0,Liverpool,English Premier League,Scotland,LB
228702,F. de Jong,Frenkie de Jong,24,87,92,119500000.0,210000.0,FC Barcelona,Spain Primera Division,Netherlands,CM
231281,T. Alexander-Arnold,Trent Alexander-Arnold,22,87,92,114000000.0,150000.0,Liverpool,English Premier League,England,RB
233049,J. Sancho,Jadon Sancho,21,87,91,116500000.0,150000.0,Manchester United,English Premier League,England,RM
239818,Rúben Dias,Rúben dos Santos Gato Alves Dias,24,87,91,102500000.0,170000.0,Manchester City,English Premier League,Portugal,CB
189332,Jordi Alba,Jordi Alba Ramos,32,86,86,47000000.0,200000.0,FC Barcelona,Spain Primera Division,Spain,LB
189509,Thiago,Thiago Alcântara do Nascimento,30,86,86,65000000.0,180000.0,Liverpool,English Premier League,Spain,CM
189511,Sergio Busquets,Sergio Busquets i Burgos,32,86,86,45000000.0,200000.0,FC Barcelona,Spain Primera Division,Spain,CDM
201535,R. Varane,Raphaël Varane,28,86,88,68500000.0,180000.0,Manchester United,English Premier League,France,CB
204485,R. Mahrez,Riyad Mahrez,30,86,86,65500000.0,220000.0,Manchester City,English Premier League,Algeria,RW
208830,J. Vardy,Jamie Vardy,34,86,86,33000000.0,180000.0,Leicester City,English Premier League,England,ST
209499,Fabinho,Fábio Henrique Tavares,27,86,88,73500000.0,165000.0,Liverpool,English Premier League,Brazil,CDM
210514,João Cancelo,João Pedro Cavaco Cancelo,27,86,87,71500000.0,185000.0,Manchester City,English Premier League,Portugal,RB
212218,A. Laporte,Aymeric Laporte,27,86,89,77000000.0,185000.0,Manchester City,English Premier League,Spain,CB
218667,Bernardo Silva,Bernardo Mota Veiga de Carvalho e Silva,26,86,87,80000000.0,200000.0,Manchester City,English Premier League,Portugal,CAM
231866,Rodri,Rodrigo Hernández Cascante,25,86,89,81000000.0,175000.0,Manchester City,English Premier League,Spain,CDM
232363,M. Škriniar,Milan Škriniar,26,86,88,74000000.0,150000.0,Inter,Italian Serie A,Slovakia,CB
179813,E. Cavani,Edinson Roberto Cavani Gómez,34,85,85,26000000.0,190000.0,Manchester United,English Premier League,Uruguay,ST
183277,E. Hazard,Eden Hazard,30,85,85,52000000.0,240000.0,Real Madrid CF,Spain Primera Division,Belgium,LW
186942,İ. Gündoğan,İlkay Gündoğan,30,85,85,51500000.0,185000.0,Manchester City,English Premier League,Germany,CM
188377,K. Walker,Kyle Walker,31,85,85,39000000.0,170000.0,Manchester City,English Premier League,England,RB
188567,P. Aubameyang,Pierre-Emerick Emiliano François Aubameyang,32,85,85,43500000.0,145000.0,Arsenal,English Premier League,Gabon,ST
194765,A. Griezmann,Antoine Griezmann,30,85,85,53000000.0,220000.0,Atlético de Madrid,Spain Primera Division,France,ST
198176,S. de Vrij,Stefan de Vrij,29,85,85,45000000.0,145000.0,Inter,Italian Serie A,Netherlands,CB
201942,Roberto Firmino,Roberto Firmino Barbosa de Oliveira,29,85,85,54000000.0,185000.0,Liverpool,English Premier League,Brazil,CF
202556,M. Depay,Memphis Depay,27,85,86,63000000.0,220000.0,FC Barcelona,Spain Primera Division,Netherlands,CF
204963,Carvajal,Daniel Carvajal Ramos,29,85,85,47500000.0,210000.0,Real Madrid CF,Spain Primera Division,Spain,RB
205498,Jorginho,Luiz Frello Filho Jorge,29,85,85,52500000.0,170000.0,Chelsea,English Premier League,Italy,CM
231478,L. Martínez,Lautaro Javier Martínez,23,85,89,78000000.0,145000.0,Inter,Italian Serie A,Argentina,ST
231677,M. Rashford,Marcus Rashford,23,85,89,77500000.0,150000.0,Manchester United,English Premier League,England,LM
235790,K. Havertz,Kai Lukas Havertz,22,84,92,94500000.0,130000.0,Chelsea,English Premier League,Germany,CAM
